Type,Size,Density,Iterations,Seed,STD,Time
dense,2560,0.6,100,7,1.74606e-13,1077
sparse,2560,0.6,100,7,1.74606e-13,768
dense,2560,0.6,100,8,1.74641e-13,992
sparse,2560,0.6,100,8,1.74641e-13,497
dense,2560,0.6,100,9,1.71239e-13,824
sparse,2560,0.6,100,9,1.71239e-13,536
dense,5120,0.6,100,0,2.41309e-13,3273
sparse,5120,0.6,100,0,2.41309e-13,2135
dense,5120,0.6,100,1,2.52764e-13,3238
sparse,5120,0.6,100,1,2.52764e-13,2168
dense,5120,0.6,100,2,2.55212e-13,3213
sparse,5120,0.6,100,2,2.55212e-13,2004
dense,5120,0.6,100,3,2.60069e-13,3346
sparse,5120,0.6,100,3,2.60069e-13,2028
dense,5120,0.6,100,4,2.42358e-13,3310
sparse,5120,0.6,100,4,2.42358e-13,2095
dense,5120,0.6,100,5,2.51714e-13,3298
sparse,5120,0.6,100,5,2.51714e-13,2417
dense,5120,0.6,100,6,2.50529e-13,3316
sparse,5120,0.6,100,6,2.50529e-13,2127
dense,5120,0.6,100,7,2.41894e-13,3297
sparse,5120,0.6,100,7,2.41894e-13,2048
dense,5120,0.6,100,8,2.54126e-13,3549
sparse,5120,0.6,100,8,2.54126e-13,2087
dense,5120,0.6,100,9,2.75191e-13,3564
sparse,5120,0.6,100,9,2.75191e-13,2061
dense,10,0.7,100,0,6.58294e-15,0
sparse,10,0.7,100,0,6.58294e-15,0
dense,10,0.7,100,1,1.44749e-14,0
sparse,10,0.7,100,1,1.44749e-14,0
dense,10,0.7,100,2,2.12825e-14,0
sparse,10,0.7,100,2,2.12825e-14,0
dense,10,0.7,100,3,9.30788e-15,0
sparse,10,0.7,100,3,9.30788e-15,0
dense,10,0.7,100,4,1.45286e-14,0
sparse,10,0.7,100,4,1.45286e-14,0
dense,10,0.7,100,5,1.94713e-14,0
sparse,10,0.7,100,5,1.94713e-14,0
dense,10,0.7,100,6,5.92489e-15,0
sparse,10,0.7,100,6,5.92489e-15,0
dense,10,0.7,100,7,1.03999e-14,0
sparse,10,0.7,100,7,1.03999e-14,0
dense,10,0.7,100,8,1.1893e-14,0
sparse,10,0.7,100,8,1.1893e-14,0
dense,10,0.7,100,9,1.04451e-14,0
sparse,10,0.7,100,9,1.04451e-14,0
dense,20,0.7,100,0,1.58784e-14,0
sparse,20,0.7,100,0,1.58784e-14,0
dense,20,0.7,100,1,1.19964e-14,0
sparse,20,0.7,100,1,1.19964e-14,0
dense,20,0.7,100,2,2.05117e-14,0
sparse,20,0.7,100,2,2.05117e-14,0
dense,20,0.7,100,3,1.60551e-14,0
sparse,20,0.7,100,3,1.60551e-14,0
dense,20,0.7,100,4,1.8398e-14,0
sparse,20,0.7,100,4,1.8398e-14,0
dense,20,0.7,100,5,2.59235e-14,0
sparse,20,0.7,100,5,2.59235e-14,0
dense,20,0.7,100,6,1.37427e-14,0
sparse,20,0.7,100,6,1.37427e-14,0
dense,20,0.7,100,7,1.76819e-14,0
sparse,20,0.7,100,7,1.76819e-14,0
dense,20,0.7,100,8,1.097e-14,0
sparse,20,0.7,100,8,1.097e-14,0
dense,20,0.7,100,9,1.91848e-14,0
sparse,20,0.7,100,9,1.91848e-14,0
dense,40,0.7,100,0,3.23439e-14,1
sparse,40,0.7,100,0,3.23439e-14,0
dense,40,0.7,100,1,1.7644e-14,0
sparse,40,0.7,100,1,1.7644e-14,1
dense,40,0.7,100,2,2.03163e-14,0
sparse,40,0.7,100,2,2.03163e-14,1
dense,40,0.7,100,3,2.6381e-14,0
sparse,40,0.7,100,3,2.6381e-14,0
dense,40,0.7,100,4,2.13466e-14,0
sparse,40,0.7,100,4,2.13466e-14,0
dense,40,0.7,100,5,2.73316e-14,0
sparse,40,0.7,100,5,2.73316e-14,0
dense,40,0.7,100,6,2.41293e-14,0
sparse,40,0.7,100,6,2.41293e-14,0
dense,40,0.7,100,7,1.77285e-14,0
sparse,40,0.7,100,7,1.77285e-14,1
dense,40,0.7,100,8,1.7022e-14,0
sparse,40,0.7,100,8,1.7022e-14,0
dense,40,0.7,100,9,2.37712e-14,1
sparse,40,0.7,100,9,2.37712e-14,0
dense,80,0.7,100,0,3.66642e-14,0
sparse,80,0.7,100,0,3.66642e-14,0
dense,80,0.7,100,1,3.91401e-14,1
sparse,80,0.7,100,1,3.91401e-14,0
dense,80,0.7,100,2,3.32579e-14,0
sparse,80,0.7,100,2,3.32579e-14,1
dense,80,0.7,100,3,3.707e-14,0
sparse,80,0.7,100,3,3.707e-14,1
dense,80,0.7,100,4,2.99242e-14,1
sparse,80,0.7,100,4,2.99242e-14,0
dense,80,0.7,100,5,3.20521e-14,1
sparse,80,0.7,100,5,3.20521e-14,0
dense,80,0.7,100,6,3.92887e-14,1
sparse,80,0.7,100,6,3.92887e-14,1
dense,80,0.7,100,7,3.42923e-14,0
sparse,80,0.7,100,7,3.42923e-14,1
dense,80,0.7,100,8,2.58878e-14,0
sparse,80,0.7,100,8,2.58878e-14,1
dense,80,0.7,100,9,3.75393e-14,0
sparse,80,0.7,100,9,3.75393e-14,0
dense,160,0.7,100,0,4.67977e-14,3
sparse,160,0.7,100,0,4.67977e-14,2
dense,160,0.7,100,1,5.01982e-14,3
sparse,160,0.7,100,1,5.01982e-14,2
dense,160,0.7,100,2,4.26941e-14,2
sparse,160,0.7,100,2,4.26941e-14,2
dense,160,0.7,100,3,5.08764e-14,2
sparse,160,0.7,100,3,5.08764e-14,4
dense,160,0.7,100,4,4.54099e-14,2
sparse,160,0.7,100,4,4.54099e-14,2
dense,160,0.7,100,5,5.54754e-14,3
sparse,160,0.7,100,5,5.54754e-14,2
dense,160,0.7,100,6,5.04764e-14,3
sparse,160,0.7,100,6,5.04764e-14,3
dense,160,0.7,100,7,4.87572e-14,4
sparse,160,0.7,100,7,4.87572e-14,3
dense,160,0.7,100,8,4.44187e-14,4
sparse,160,0.7,100,8,4.44187e-14,2
dense,160,0.7,100,9,4.32588e-14,4
sparse,160,0.7,100,9,4.32588e-14,3
dense,320,0.7,100,0,6.9458e-14,14
sparse,320,0.7,100,0,6.9458e-14,9
dense,320,0.7,100,1,7.19371e-14,12
sparse,320,0.7,100,1,7.19371e-14,10
dense,320,0.7,100,2,6.18567e-14,11
sparse,320,0.7,100,2,6.18567e-14,8
dense,320,0.7,100,3,7.0786e-14,12
sparse,320,0.7,100,3,7.0786e-14,9
dense,320,0.7,100,4,6.53318e-14,12
sparse,320,0.7,100,4,6.53318e-14,9
dense,320,0.7,100,5,8.75781e-14,11
sparse,320,0.7,100,5,8.75781e-14,8
dense,320,0.7,100,6,6.02901e-14,12
sparse,320,0.7,100,6,6.02901e-14,8
dense,320,0.7,100,7,6.69512e-14,11
sparse,320,0.7,100,7,6.69512e-14,11
dense,320,0.7,100,8,6.81057e-14,11
sparse,320,0.7,100,8,6.81057e-14,8
dense,320,0.7,100,9,6.33845e-14,13
sparse,320,0.7,100,9,6.33845e-14,8
dense,640,0.7,100,0,8.76731e-14,50
sparse,640,0.7,100,0,8.76731e-14,37
dense,640,0.7,100,1,9.15118e-14,51
sparse,640,0.7,100,1,9.15118e-14,36
dense,640,0.7,100,2,8.46257e-14,48
sparse,640,0.7,100,2,8.46257e-14,36
dense,640,0.7,100,3,8.98423e-14,51
sparse,640,0.7,100,3,8.98423e-14,42
dense,640,0.7,100,4,8.67089e-14,48
sparse,640,0.7,100,4,8.67089e-14,35
dense,640,0.7,100,5,8.18092e-14,55
sparse,640,0.7,100,5,8.18092e-14,34
dense,640,0.7,100,6,9.42497e-14,48
sparse,640,0.7,100,6,9.42497e-14,38
dense,640,0.7,100,7,9.69513e-14,49
sparse,640,0.7,100,7,9.69513e-14,39
dense,640,0.7,100,8,9.36263e-14,53
sparse,640,0.7,100,8,9.36263e-14,41
dense,640,0.7,100,9,8.77283e-14,66
sparse,640,0.7,100,9,8.77283e-14,46
dense,1280,0.7,100,0,1.49179e-13,248
sparse,1280,0.7,100,0,1.49179e-13,142
dense,1280,0.7,100,1,1.28254e-13,225
sparse,1280,0.7,100,1,1.28254e-13,141
dense,1280,0.7,100,2,1.25131e-13,208
sparse,1280,0.7,100,2,1.25131e-13,143
dense,1280,0.7,100,3,1.2346e-13,195
sparse,1280,0.7,100,3,1.2346e-13,156
dense,1280,0.7,100,4,1.24022e-13,200
sparse,1280,0.7,100,4,1.24022e-13,144
dense,1280,0.7,100,5,1.31675e-13,196
sparse,1280,0.7,100,5,1.31675e-13,143
dense,1280,0.7,100,6,1.28692e-13,230
sparse,1280,0.7,100,6,1.28692e-13,143
dense,1280,0.7,100,7,1.34863e-13,195
sparse,1280,0.7,100,7,1.34863e-13,144
dense,1280,0.7,100,8,1.33291e-13,221
sparse,1280,0.7,100,8,1.33291e-13,148
dense,1280,0.7,100,9,1.35431e-13,196
sparse,1280,0.7,100,9,1.35431e-13,141
dense,2560,0.7,100,0,1.92305e-13,840
sparse,2560,0.7,100,0,1.92305e-13,643
dense,2560,0.7,100,1,1.81798e-13,789
sparse,2560,0.7,100,1,1.81798e-13,733
dense,2560,0.7,100,2,1.80022e-13,994
sparse,2560,0.7,100,2,1.80022e-13,587
dense,2560,0.7,100,3,1.6995e-13,819
sparse,2560,0.7,100,3,1.6995e-13,589
dense,2560,0.7,100,4,1.85481e-13,850
sparse,2560,0.7,100,4,1.85481e-13,579
dense,2560,0.7,100,5,1.84483e-13,802
sparse,2560,0.7,100,5,1.84483e-13,579
dense,2560,0.7,100,6,1.73006e-13,907
sparse,2560,0.7,100,6,1.73006e-13,569
dense,2560,0.7,100,7,1.88441e-13,800
sparse,2560,0.7,100,7,1.88441e-13,575
dense,2560,0.7,100,8,1.95408e-13,786
sparse,2560,0.7,100,8,1.95408e-13,576
dense,2560,0.7,100,9,1.79396e-13,790
sparse,2560,0.7,100,9,1.79396e-13,578
dense,5120,0.7,100,0,2.6535e-13,3321
sparse,5120,0.7,100,0,2.6535e-13,2355
dense,5120,0.7,100,1,2.62444e-13,3338
sparse,5120,0.7,100,1,2.62444e-13,2392
dense,5120,0.7,100,2,2.5437e-13,3260
sparse,5120,0.7,100,2,2.5437e-13,2445
dense,5120,0.7,100,3,2.61315e-13,3289
sparse,5120,0.7,100,3,2.61315e-13,2532
dense,5120,0.7,100,4,2.4738e-13,4109
sparse,5120,0.7,100,4,2.4738e-13,3506
dense,5120,0.7,100,5,2.67861e-13,3693
sparse,5120,0.7,100,5,2.67861e-13,2962
dense,5120,0.7,100,6,2.66729e-13,3236
sparse,5120,0.7,100,6,2.66729e-13,2779
dense,5120,0.7,100,7,2.45883e-13,4538
sparse,5120,0.7,100,7,2.45883e-13,3053
dense,5120,0.7,100,8,2.59684e-13,3265
sparse,5120,0.7,100,8,2.59684e-13,2681
dense,5120,0.7,100,9,2.77949e-13,3304
sparse,5120,0.7,100,9,2.77949e-13,2351
dense,10,0.8,100,0,9.93385e-15,0
sparse,10,0.8,100,0,9.93385e-15,0
dense,10,0.8,100,1,1.75321e-14,0
sparse,10,0.8,100,1,1.75321e-14,1
dense,10,0.8,100,2,1.23077e-14,0
sparse,10,0.8,100,2,1.23077e-14,0
dense,10,0.8,100,3,8.54465e-15,0
sparse,10,0.8,100,3,8.54465e-15,0
dense,10,0.8,100,4,1.32684e-14,0
sparse,10,0.8,100,4,1.32684e-14,0
dense,10,0.8,100,5,2.31844e-14,0
sparse,10,0.8,100,5,2.31844e-14,0
dense,10,0.8,100,6,8.54908e-15,0
sparse,10,0.8,100,6,8.54908e-15,0
dense,10,0.8,100,7,1.099e-14,0
sparse,10,0.8,100,7,1.099e-14,0
dense,10,0.8,100,8,1.39071e-14,0
sparse,10,0.8,100,8,1.39071e-14,0
dense,10,0.8,100,9,9.14894e-15,0
sparse,10,0.8,100,9,9.14894e-15,0
dense,20,0.8,100,0,1.41495e-14,0
sparse,20,0.8,100,0,1.41495e-14,0
dense,20,0.8,100,1,1.07228e-14,0
sparse,20,0.8,100,1,1.07228e-14,0
dense,20,0.8,100,2,1.94351e-14,0
sparse,20,0.8,100,2,1.94351e-14,0
dense,20,0.8,100,3,1.72109e-14,0
sparse,20,0.8,100,3,1.72109e-14,0
dense,20,0.8,100,4,1.82449e-14,0
sparse,20,0.8,100,4,1.82449e-14,0
dense,20,0.8,100,5,2.03266e-14,0
sparse,20,0.8,100,5,2.03266e-14,0
dense,20,0.8,100,6,1.31698e-14,0
sparse,20,0.8,100,6,1.31698e-14,0
dense,20,0.8,100,7,1.81355e-14,0
sparse,20,0.8,100,7,1.81355e-14,1
dense,20,0.8,100,8,1.25285e-14,0
sparse,20,0.8,100,8,1.25285e-14,0
dense,20,0.8,100,9,2.0482e-14,0
sparse,20,0.8,100,9,2.0482e-14,0
dense,40,0.8,100,0,1.91023e-14,0
sparse,40,0.8,100,0,1.91023e-14,1
dense,40,0.8,100,1,1.93868e-14,0
sparse,40,0.8,100,1,1.93868e-14,0
dense,40,0.8,100,2,2.00142e-14,1
sparse,40,0.8,100,2,2.00142e-14,0
dense,40,0.8,100,3,2.81022e-14,0
sparse,40,0.8,100,3,2.81022e-14,0
dense,40,0.8,100,4,2.37061e-14,1
sparse,40,0.8,100,4,2.37061e-14,0
dense,40,0.8,100,5,2.59278e-14,0
sparse,40,0.8,100,5,2.59278e-14,0
dense,40,0.8,100,6,2.1096e-14,0
sparse,40,0.8,100,6,2.1096e-14,0
dense,40,0.8,100,7,1.9913e-14,1
sparse,40,0.8,100,7,1.9913e-14,1
dense,40,0.8,100,8,1.8426e-14,1
sparse,40,0.8,100,8,1.8426e-14,0
dense,40,0.8,100,9,2.60371e-14,0
sparse,40,0.8,100,9,2.60371e-14,0
dense,80,0.8,100,0,3.29606e-14,2
sparse,80,0.8,100,0,3.29606e-14,1
dense,80,0.8,100,1,3.17163e-14,2
sparse,80,0.8,100,1,3.17163e-14,1
dense,80,0.8,100,2,3.6529e-14,1
sparse,80,0.8,100,2,3.6529e-14,1
dense,80,0.8,100,3,3.27564e-14,1
sparse,80,0.8,100,3,3.27564e-14,1
dense,80,0.8,100,4,3.0197e-14,1
sparse,80,0.8,100,4,3.0197e-14,1
dense,80,0.8,100,5,3.00523e-14,1
sparse,80,0.8,100,5,3.00523e-14,1
dense,80,0.8,100,6,3.30734e-14,1
sparse,80,0.8,100,6,3.30734e-14,1
dense,80,0.8,100,7,3.48021e-14,1
sparse,80,0.8,100,7,3.48021e-14,1
dense,80,0.8,100,8,2.38017e-14,0
sparse,80,0.8,100,8,2.38017e-14,1
dense,80,0.8,100,9,3.85085e-14,0
sparse,80,0.8,100,9,3.85085e-14,0
dense,160,0.8,100,0,4.37837e-14,3
sparse,160,0.8,100,0,4.37837e-14,2
dense,160,0.8,100,1,5.10057e-14,3
sparse,160,0.8,100,1,5.10057e-14,2
dense,160,0.8,100,2,4.70928e-14,3
sparse,160,0.8,100,2,4.70928e-14,2
dense,160,0.8,100,3,4.14017e-14,3
sparse,160,0.8,100,3,4.14017e-14,3
dense,160,0.8,100,4,4.3419e-14,3
sparse,160,0.8,100,4,4.3419e-14,3
dense,160,0.8,100,5,5.04738e-14,3
sparse,160,0.8,100,5,5.04738e-14,2
dense,160,0.8,100,6,4.0375e-14,3
sparse,160,0.8,100,6,4.0375e-14,3
dense,160,0.8,100,7,4.65111e-14,3
sparse,160,0.8,100,7,4.65111e-14,2
dense,160,0.8,100,8,4.93836e-14,2
sparse,160,0.8,100,8,4.93836e-14,2
dense,160,0.8,100,9,4.35473e-14,3
sparse,160,0.8,100,9,4.35473e-14,2
dense,320,0.8,100,0,6.47446e-14,13
sparse,320,0.8,100,0,6.47446e-14,10
dense,320,0.8,100,1,7.4416e-14,13
sparse,320,0.8,100,1,7.4416e-14,11
dense,320,0.8,100,2,5.95709e-14,11
sparse,320,0.8,100,2,5.95709e-14,9
dense,320,0.8,100,3,6.10274e-14,12
sparse,320,0.8,100,3,6.10274e-14,12
dense,320,0.8,100,4,5.53278e-14,12
sparse,320,0.8,100,4,5.53278e-14,12
dense,320,0.8,100,5,6.89489e-14,13
sparse,320,0.8,100,5,6.89489e-14,9
dense,320,0.8,100,6,6.72322e-14,14
sparse,320,0.8,100,6,6.72322e-14,11
dense,320,0.8,100,7,6.77764e-14,13
sparse,320,0.8,100,7,6.77764e-14,12
dense,320,0.8,100,8,6.46926e-14,13
sparse,320,0.8,100,8,6.46926e-14,10
dense,320,0.8,100,9,5.72329e-14,12
sparse,320,0.8,100,9,5.72329e-14,9
dense,640,0.8,100,0,9.36948e-14,51
sparse,640,0.8,100,0,9.36948e-14,43
dense,640,0.8,100,1,9.01758e-14,50
sparse,640,0.8,100,1,9.01758e-14,41
dense,640,0.8,100,2,9.169e-14,48
sparse,640,0.8,100,2,9.169e-14,41
dense,640,0.8,100,3,9.46198e-14,51
sparse,640,0.8,100,3,9.46198e-14,45
dense,640,0.8,100,4,9.17879e-14,53
sparse,640,0.8,100,4,9.17879e-14,41
dense,640,0.8,100,5,9.3237e-14,56
sparse,640,0.8,100,5,9.3237e-14,44
dense,640,0.8,100,6,8.97998e-14,50
sparse,640,0.8,100,6,8.97998e-14,45
dense,640,0.8,100,7,9.6738e-14,62
sparse,640,0.8,100,7,9.6738e-14,51
dense,640,0.8,100,8,8.15461e-14,53
sparse,640,0.8,100,8,8.15461e-14,45
dense,640,0.8,100,9,9.81111e-14,55
sparse,640,0.8,100,9,9.81111e-14,41
dense,1280,0.8,100,0,1.38343e-13,239
sparse,1280,0.8,100,0,1.38343e-13,180
dense,1280,0.8,100,1,1.30227e-13,195
sparse,1280,0.8,100,1,1.30227e-13,161
dense,1280,0.8,100,2,1.20288e-13,207
sparse,1280,0.8,100,2,1.20288e-13,173
dense,1280,0.8,100,3,1.22659e-13,197
sparse,1280,0.8,100,3,1.22659e-13,180
dense,1280,0.8,100,4,1.27705e-13,202
sparse,1280,0.8,100,4,1.27705e-13,175
dense,1280,0.8,100,5,1.2831e-13,196
sparse,1280,0.8,100,5,1.2831e-13,210
dense,1280,0.8,100,6,1.24104e-13,195
sparse,1280,0.8,100,6,1.24104e-13,160
dense,1280,0.8,100,7,1.27088e-13,200
sparse,1280,0.8,100,7,1.27088e-13,182
dense,1280,0.8,100,8,1.20962e-13,200
sparse,1280,0.8,100,8,1.20962e-13,163
dense,1280,0.8,100,9,1.24895e-13,209
sparse,1280,0.8,100,9,1.24895e-13,174
dense,2560,0.8,100,0,1.76706e-13,802
sparse,2560,0.8,100,0,1.76706e-13,672
dense,2560,0.8,100,1,1.86538e-13,830
sparse,2560,0.8,100,1,1.86538e-13,808
dense,2560,0.8,100,2,1.78153e-13,865
sparse,2560,0.8,100,2,1.78153e-13,684
dense,2560,0.8,100,3,1.69286e-13,803
sparse,2560,0.8,100,3,1.69286e-13,670
dense,2560,0.8,100,4,1.86957e-13,792
sparse,2560,0.8,100,4,1.86957e-13,664
dense,2560,0.8,100,5,1.8093e-13,802
sparse,2560,0.8,100,5,1.8093e-13,723
dense,2560,0.8,100,6,1.66247e-13,820
sparse,2560,0.8,100,6,1.66247e-13,712
dense,2560,0.8,100,7,1.82775e-13,811
sparse,2560,0.8,100,7,1.82775e-13,706
dense,2560,0.8,100,8,1.72987e-13,813
sparse,2560,0.8,100,8,1.72987e-13,682
dense,2560,0.8,100,9,1.68354e-13,799
sparse,2560,0.8,100,9,1.68354e-13,752
dense,5120,0.8,100,0,2.44484e-13,3240
sparse,5120,0.8,100,0,2.44484e-13,2742
dense,5120,0.8,100,1,2.67927e-13,3436
sparse,5120,0.8,100,1,2.67927e-13,2820
dense,5120,0.8,100,2,2.44937e-13,3277
sparse,5120,0.8,100,2,2.44937e-13,4179
dense,5120,0.8,100,3,2.48348e-13,4015
sparse,5120,0.8,100,3,2.48348e-13,2966
dense,5120,0.8,100,4,2.53868e-13,3767
sparse,5120,0.8,100,4,2.53868e-13,3180
dense,5120,0.8,100,5,2.73217e-13,3312
sparse,5120,0.8,100,5,2.73217e-13,3123
dense,5120,0.8,100,6,2.45365e-13,3315
sparse,5120,0.8,100,6,2.45365e-13,2959
dense,5120,0.8,100,7,2.38931e-13,3241
sparse,5120,0.8,100,7,2.38931e-13,2775
dense,5120,0.8,100,8,2.58694e-13,3268
sparse,5120,0.8,100,8,2.58694e-13,2877
dense,5120,0.8,100,9,2.84602e-13,3361
sparse,5120,0.8,100,9,2.84602e-13,2834
dense,10,0.9,100,0,1.02177e-14,0
sparse,10,0.9,100,0,1.02177e-14,0
dense,10,0.9,100,1,1.57411e-14,0
sparse,10,0.9,100,1,1.57411e-14,0
dense,10,0.9,100,2,2.31445e-14,0
sparse,10,0.9,100,2,2.31445e-14,0
dense,10,0.9,100,3,1.42144e-14,0
sparse,10,0.9,100,3,1.42144e-14,0
dense,10,0.9,100,4,8.24841e-15,0
sparse,10,0.9,100,4,8.24841e-15,0
dense,10,0.9,100,5,1.69874e-14,0
sparse,10,0.9,100,5,1.69874e-14,0
dense,10,0.9,100,6,9.97405e-15,0
sparse,10,0.9,100,6,9.97405e-15,0
dense,10,0.9,100,7,1.4862e-14,0
sparse,10,0.9,100,7,1.4862e-14,0
dense,10,0.9,100,8,1.52484e-14,0
sparse,10,0.9,100,8,1.52484e-14,0
dense,10,0.9,100,9,8.445e-15,0
sparse,10,0.9,100,9,8.445e-15,0
dense,20,0.9,100,0,1.40792e-14,0
sparse,20,0.9,100,0,1.40792e-14,0
dense,20,0.9,100,1,1.53437e-14,0
sparse,20,0.9,100,1,1.53437e-14,0
dense,20,0.9,100,2,1.86891e-14,0
sparse,20,0.9,100,2,1.86891e-14,0
dense,20,0.9,100,3,1.97515e-14,0
sparse,20,0.9,100,3,1.97515e-14,1
dense,20,0.9,100,4,2.24108e-14,0
sparse,20,0.9,100,4,2.24108e-14,0
dense,20,0.9,100,5,1.56199e-14,0
sparse,20,0.9,100,5,1.56199e-14,0
dense,20,0.9,100,6,1.78541e-14,0
sparse,20,0.9,100,6,1.78541e-14,1
dense,20,0.9,100,7,1.69662e-14,0
sparse,20,0.9,100,7,1.69662e-14,0
dense,20,0.9,100,8,1.52719e-14,0
sparse,20,0.9,100,8,1.52719e-14,0
dense,20,0.9,100,9,2.09876e-14,0
sparse,20,0.9,100,9,2.09876e-14,0
dense,40,0.9,100,0,2.0854e-14,0
sparse,40,0.9,100,0,2.0854e-14,0
dense,40,0.9,100,1,2.19664e-14,0
sparse,40,0.9,100,1,2.19664e-14,0
dense,40,0.9,100,2,2.31012e-14,1
sparse,40,0.9,100,2,2.31012e-14,0
dense,40,0.9,100,3,2.19659e-14,0
sparse,40,0.9,100,3,2.19659e-14,1
dense,40,0.9,100,4,2.23437e-14,0
sparse,40,0.9,100,4,2.23437e-14,1
dense,40,0.9,100,5,1.85036e-14,0
sparse,40,0.9,100,5,1.85036e-14,0
dense,40,0.9,100,6,2.18567e-14,0
sparse,40,0.9,100,6,2.18567e-14,0
dense,40,0.9,100,7,2.06321e-14,1
sparse,40,0.9,100,7,2.06321e-14,0
dense,40,0.9,100,8,1.87479e-14,0
sparse,40,0.9,100,8,1.87479e-14,0
dense,40,0.9,100,9,2.3812e-14,0
sparse,40,0.9,100,9,2.3812e-14,0
dense,80,0.9,100,0,3.24492e-14,0
sparse,80,0.9,100,0,3.24492e-14,0
dense,80,0.9,100,1,3.28892e-14,0
sparse,80,0.9,100,1,3.28892e-14,0
dense,80,0.9,100,2,4.05505e-14,1
sparse,80,0.9,100,2,4.05505e-14,1
dense,80,0.9,100,3,3.30156e-14,1
sparse,80,0.9,100,3,3.30156e-14,1
dense,80,0.9,100,4,2.75349e-14,1
sparse,80,0.9,100,4,2.75349e-14,1
dense,80,0.9,100,5,3.53379e-14,0
sparse,80,0.9,100,5,3.53379e-14,0
dense,80,0.9,100,6,3.52554e-14,1
sparse,80,0.9,100,6,3.52554e-14,1
dense,80,0.9,100,7,3.35704e-14,1
sparse,80,0.9,100,7,3.35704e-14,1
dense,80,0.9,100,8,2.80558e-14,1
sparse,80,0.9,100,8,2.80558e-14,2
dense,80,0.9,100,9,3.50355e-14,0
sparse,80,0.9,100,9,3.50355e-14,0
dense,160,0.9,100,0,4.02743e-14,3
sparse,160,0.9,100,0,4.02743e-14,5
dense,160,0.9,100,1,4.86548e-14,4
sparse,160,0.9,100,1,4.86548e-14,5
dense,160,0.9,100,2,4.6124e-14,4
sparse,160,0.9,100,2,4.6124e-14,4
dense,160,0.9,100,3,4.03493e-14,4
sparse,160,0.9,100,3,4.03493e-14,4
dense,160,0.9,100,4,4.88824e-14,4
sparse,160,0.9,100,4,4.88824e-14,3
dense,160,0.9,100,5,5.21739e-14,3
sparse,160,0.9,100,5,5.21739e-14,4
dense,160,0.9,100,6,3.93461e-14,11
sparse,160,0.9,100,6,3.93461e-14,3
dense,160,0.9,100,7,4.74235e-14,4
sparse,160,0.9,100,7,4.74235e-14,3
dense,160,0.9,100,8,4.81842e-14,3
sparse,160,0.9,100,8,4.81842e-14,3
dense,160,0.9,100,9,4.62603e-14,3
sparse,160,0.9,100,9,4.62603e-14,2
dense,320,0.9,100,0,6.25282e-14,12
sparse,320,0.9,100,0,6.25282e-14,15
dense,320,0.9,100,1,7.11097e-14,12
sparse,320,0.9,100,1,7.11097e-14,13
dense,320,0.9,100,2,5.59588e-14,13
sparse,320,0.9,100,2,5.59588e-14,16
dense,320,0.9,100,3,6.20327e-14,14
sparse,320,0.9,100,3,6.20327e-14,11
dense,320,0.9,100,4,6.03307e-14,14
sparse,320,0.9,100,4,6.03307e-14,11
dense,320,0.9,100,5,6.75569e-14,13
sparse,320,0.9,100,5,6.75569e-14,16
dense,320,0.9,100,6,6.77238e-14,22
sparse,320,0.9,100,6,6.77238e-14,43
dense,320,0.9,100,7,6.36853e-14,15
sparse,320,0.9,100,7,6.36853e-14,15
dense,320,0.9,100,8,6.72684e-14,14
sparse,320,0.9,100,8,6.72684e-14,14
dense,320,0.9,100,9,5.68871e-14,17
sparse,320,0.9,100,9,5.68871e-14,14
dense,640,0.9,100,0,8.86149e-14,55
sparse,640,0.9,100,0,8.86149e-14,53
dense,640,0.9,100,1,8.65493e-14,53
sparse,640,0.9,100,1,8.65493e-14,48
dense,640,0.9,100,2,8.54887e-14,53
sparse,640,0.9,100,2,8.54887e-14,50
dense,640,0.9,100,3,8.61259e-14,51
sparse,640,0.9,100,3,8.61259e-14,47
dense,640,0.9,100,4,8.89745e-14,58
sparse,640,0.9,100,4,8.89745e-14,73
dense,640,0.9,100,5,8.401e-14,63
sparse,640,0.9,100,5,8.401e-14,50
dense,640,0.9,100,6,8.37305e-14,51
sparse,640,0.9,100,6,8.37305e-14,51
dense,640,0.9,100,7,9.38669e-14,52
sparse,640,0.9,100,7,9.38669e-14,50
dense,640,0.9,100,8,8.27838e-14,50
sparse,640,0.9,100,8,8.27838e-14,45
dense,640,0.9,100,9,8.98989e-14,49
sparse,640,0.9,100,9,8.98989e-14,61
dense,1280,0.9,100,0,1.37656e-13,297
sparse,1280,0.9,100,0,1.37656e-13,189
dense,1280,0.9,100,1,1.21703e-13,208
sparse,1280,0.9,100,1,1.21703e-13,195
dense,1280,0.9,100,2,1.10853e-13,197
sparse,1280,0.9,100,2,1.10853e-13,199
dense,1280,0.9,100,3,1.21563e-13,197
sparse,1280,0.9,100,3,1.21563e-13,217
dense,1280,0.9,100,4,1.23197e-13,194
sparse,1280,0.9,100,4,1.23197e-13,196
dense,1280,0.9,100,5,1.24452e-13,203
sparse,1280,0.9,100,5,1.24452e-13,218
dense,1280,0.9,100,6,1.20778e-13,239
sparse,1280,0.9,100,6,1.20778e-13,237
dense,1280,0.9,100,7,1.2409e-13,207
sparse,1280,0.9,100,7,1.2409e-13,180
dense,1280,0.9,100,8,1.20957e-13,204
sparse,1280,0.9,100,8,1.20957e-13,233
dense,1280,0.9,100,9,1.2455e-13,198
